Publisher Label,Publisher URI,RegistrationDate,Ethnicity,Nationality,Reason,Need,Age,DecisionDate,Decision,DecisionCode
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/11/2014 00:00:00,Black/BlkBrit: Other,Not Rec,rent arrears - private,dependent children,30,13/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/12/2014 00:00:00,Other,Not Rec,end AST not arrears,dependent children,54,13/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/10/2014 00:00:00,Black/BlkBrit: African,Not Rec,eviction - relatives,dependent children,35,16/02/2015 00:00:00,"not elig, other",5
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/02/2015 00:00:00,White: Other,Not Rec,other,dependent children,38,18/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/05/2008 00:00:00,Black/BlkBrit: Other,Not Rec,other,dependent children,29,18/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/11/2014 00:00:00,Black/BlkBrit: Other,UK National,"unsuitable, unfit proprty",dependent children,36,19/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/11/2014 00:00:00,White: British,Not Rec,other,dependent children,37,19/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/01/2015 00:00:00,Asian/AsBrit: Indian,UK National,end AST not arrears,dependent children,38,24/02/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/01/2015 00:00:00,Asian/AsBrit: Other,Non-EEA National,leaving care,care leaver under 21 yrs,18,26/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/07/2014 00:00:00,White: British,Not Rec,eviction - parents,dependent children,40,26/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/12/2014 00:00:00,Asian/AsBrit: Pakistani,UK National,end AST not arrears,dependent children,27,26/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/02/2015 00:00:00,White: British,UK National,leaving care,vulnerable-mental illness,53,02/03/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/11/2014 00:00:00,Asian/AsBrit: Pakistani,UK National,end AST not arrears,dependent children,33,02/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/02/2015 00:00:00,White: British,UK National,other,dependent children,31,02/03/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/10/2014 00:00:00,Asian/AsBrit: Other,UK National,end AST not arrears,dependent children,43,02/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/10/2014 00:00:00,Asian/AsBrit: Other,UK National,resident llord eviction,dependent children,25,02/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/08/2014 00:00:00,Black/BlkBrit: African,UK National,end AST not arrears,dependent children,50,02/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/01/2014 00:00:00,Other,Not Rec,other,vulnerable-mental illness,50,03/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/05/2013 00:00:00,Black/BlkBrit: Other,Non-EEA National,relationshp brkdwn not DV,vulnerable-mental illness,35,03/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,04/03/2015 00:00:00,Asian/AsBrit: Other,Not Rec,resident llord eviction,vulnerable - old age,58,04/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/01/2015 00:00:00,White: British,Not Rec,eviction - parents,pregnant,19,05/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/01/2015 00:00:00,Asian/AsBrit: Bangladeshi,Non-EEA National,DV - partner,domestic violence/ threat,28,05/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/01/2015 00:00:00,White: Other,UK National,other,dependent children,46,05/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/02/2015 00:00:00,Asian/AsBrit: Indian,Not Rec,DV - assoc pers not partn,domestic violence/ threat,71,05/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/11/2014 00:00:00,White: Other,Not Rec,end AST not arrears,vulnerable - physical,38,09/03/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/02/2015 00:00:00,White: British,Not Rec,other,dependent children,20,11/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/01/2015 00:00:00,Asian/AsBrit: Other,Not Rec,rent arrears - private,dependent children,29,11/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/01/2015 00:00:00,Asian/AsBrit: Indian,UK National,end AST not arrears,vulnerable - old age,81,11/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/11/2014 00:00:00,White: British,Not Rec,other,vulnerable - physical,67,13/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/02/2015 00:00:00,Other,Not Rec,end AST not arrears,dependent children,32,13/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/02/2015 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,44,13/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/11/2014 00:00:00,White: Other,UK National,end AST not arrears,dependent children,51,13/03/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/12/2014 00:00:00,Asian/AsBrit: Other,UK National,end AST not arrears,dependent children,34,16/03/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/01/2015 00:00:00,Asian/AsBrit: Other,UK National,end AST not arrears,dependent children,30,16/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/01/2015 00:00:00,Asian/AsBrit: Other,UK National,end AST not arrears,dependent children,32,16/03/2015 00:00:00,section 198 out,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/02/2015 00:00:00,No Information Provided,Not Rec,other,vulnerable - other,18,17/03/2015 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/01/2015 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end AST not arrears,dependent children,41,19/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/02/2015 00:00:00,White: British,Not Rec,eviction for nuisance/ASB,vulnerable - physical,45,19/03/2015 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/08/2014 00:00:00,White: British,Not Rec,other,care leaver under 21 yrs,20,22/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/12/2014 00:00:00,White: Other,Not Rec,resident llord eviction,dependent children,34,22/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/11/2014 00:00:00,Asian/AsBrit: Indian,Not Rec,loss of rented - other,vulnerable - old age,78,22/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/09/2014 00:00:00,White: British,Not Rec,sleeping rough,vulnerable - other,29,23/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/12/2014 00:00:00,White: British,UK National,eviction - parents,pregnant,28,26/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/01/2015 00:00:00,Asian/AsBrit: Other,UK National,resident llord eviction,dependent children,35,26/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/07/2014 00:00:00,Asian/AsBrit: Other,Non-EEA National,end AST not arrears,dependent children,42,26/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/02/2015 00:00:00,Black/BlkBrit: Caribbean,Not Rec,rent arrears - private,dependent children,33,26/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/11/2014 00:00:00,White: Other,Not Rec,end AST not arrears,dependent children,56,27/03/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/03/2015 00:00:00,White: British,UK National,end AST not arrears,dependent children,38,30/03/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/03/2015 00:00:00,Mixed: Other,Not Rec,end AST not arrears,vulnerable-mental illness,35,01/04/2015 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,31/08/2012 00:00:00,Black/BlkBrit: Other,Not Rec,other,vulnerable - other,55,06/04/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/04/2014 00:00:00,Black/BlkBrit: African,Not Rec,other,young person 16/17 yrs,18,06/04/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/10/2014 00:00:00,Black/BlkBrit: African,UK National,end AST not arrears,dependent children,31,08/04/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/01/2015 00:00:00,Asian/AsBrit: Pakistani,UK National,leaving care,care leaver under 21 yrs,21,13/04/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/01/2015 00:00:00,Asian/AsBrit: Indian,Not Rec,other,pregnant,19,14/04/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/10/2014 00:00:00,Asian/AsBrit: Pakistani,UK National,eviction - relatives,dependent children,26,20/04/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/10/2014 00:00:00,Asian/AsBrit: Other,UK National,end AST not arrears,dependent children,40,22/04/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/02/2015 00:00:00,White: British,UK National,leaving care,vulnerable-mental illness,54,29/04/2015 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/03/2015 00:00:00,White: British,UK National,other,care leaver under 21 yrs,20,01/05/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/01/2015 00:00:00,Black/BlkBrit: African,Not Rec,rent arrears - private,dependent children,38,01/05/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/09/2014 00:00:00,Asian/AsBrit: Other,UK National,end AST not arrears,dependent children,33,01/05/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/11/2014 00:00:00,White: British,UK National,end AST not arrears,dependent children,26,01/05/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/02/2015 00:00:00,White: British,UK National,end AST not arrears,dependent children,25,06/05/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/01/2015 00:00:00,Black/BlkBrit: African,UK National,other,vulnerable - physical,45,08/05/2015 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/01/2015 00:00:00,White: British,Not Rec,eviction - parents,vulnerable - other,21,08/05/2015 00:00:00,approved permanent rehous,1
